product_id,product_name,category,brand,cost_price,competitor_price,our_historical_price,discount_pct,rating,page_views,conversion_rate,units_sold_last_30d,forecast_demand,inventory_on_hand,shipping_cost,optimal_price
PROD0885,Product 885,Electronics,BrandB,2215.06,3133.0,3141.55,13.29,4.6,5057.0,0.01,50,49.56,452.0,122.08,3425.23
PROD0050,Product 50,Fashion,BrandE,590.42,883.85,868.15,20.25,4.7,7626.0,0.0348,275,273.44,361.0,27.74,947.02
PROD0353,Product 353,Electronics,BrandD,3471.91,5011.85,4932.59,13.29,3.7,7959.0,0.1201,1124,1151.7,2284.0,194.78,4884.42
PROD0998,Product 998,Home,BrandC,1128.07,1393.29,1423.28,13.295,4.2,3421.0,0.0932,301,301.39,368.0,62.8,1456.25
PROD0142,Product 142,Home,BrandA,1361.33,1762.32,1810.23,2.16,4.6,5528.0,0.0444,208,223.9,288.0,76.99,1848.3
PROD0470,Product 470,Books,BrandD,365.49,515.01,518.1,9.66,5.0,158.0,0.01,1,1.08,0.0,19.79,630.8
PROD0399,Product 399,Sports,BrandC,857.74,1325.755,1235.8,20.91,5.0,1370.0,0.1328,192,210.53,489.0,41.84,1159.37
PROD0929,Product 929,Sports,BrandB,844.41,1130.87,1077.12,14.045000000000002,3.4,1191.0,0.0814,92,100.1,188.0,48.43,1050.0
PROD0320,Product 320,Electronics,BrandE,2949.13,4028.64,4056.95,5.25,5.0,5682.0,0.055,282,293.0,478.0,164.93,4144.81
PROD0019,Product 19,Fashion,BrandC,954.645,909.99,941.72,3.42,4.4,3035.0,0.1512,444,422.35,452.0,29.21,873.51
PROD0907,Product 907,Books,BrandD,333.47,412.97,410.51,22.19,3.4,8476.0,0.0254,225,236.32,219.0,18.12,429.91
PROD0850,Product 850,Fashion,BrandA,617.49,870.66,827.65,11.78,5.0,6037.0,0.0478,271,267.97,168.0,34.53,1007.55
PROD0894,Product 894,Sports,BrandC,1420.83,1712.05,1658.43,16.37,4.1,6687.0,0.0788,623,585.8,452.0,65.97,1642.14
PROD0407,Product 407,Home,BrandC,1245.96,1727.35,1649.29,12.09,4.5,2608.0,0.0836,149,151.2,181.0,70.59,1869.02
PROD0537,Product 537,Sports,BrandB,1539.49,1974.97,2032.72,14.045000000000002,3.1,8848.0,0.1132,1026,961.55,912.0,76.79,2029.79
PROD0038,Product 38,Sports,BrandA,1224.73,1745.21,1817.31,21.16416334171461,4.7,3840.0,0.1125,387,364.17,365.0,55.72,1830.2
PROD0175,Product 175,Home,BrandE,1589.21,2075.57,2066.95,0.95,4.3,671.0,0.1452,104,103.31,58.0,94.39,2463.84
PROD0245,Product 245,Home,BrandB,1357.71,1844.19,1791.01,24.89,4.5,5972.0,0.1154,566,560.88,1037.0,72.71,1754.93
PROD0892,Product 892,Books,BrandE,486.2,682.3,685.44,10.02,4.870218275613442,4603.0,0.0759,390,381.26,483.0,19.6,687.95
PROD0721,Product 721,Sports,BrandE,954.645,1803.25,1794.74,6.08,4.3,9008.0,0.0836,1036,1137.61,1006.0,53.34,2019.88
PROD0943,Product 943,Home,BrandC,1548.12,1325.755,2231.95,8.78,4.8,9300.0,0.7911172549866109,767,700.59,941.0,74.13,2422.66
PROD0924,Product 924,Home,BrandC,954.645,1935.84,1849.88,12.66,3.8,4321.0,0.0961,488,481.03,585.0,68.28,2013.1
PROD0154,Product 154,Home,BrandD,1829.75,2314.01,2281.7,13.295,3.6,7616.0,0.1378,1218,1152.9,2438.0,75.35,2183.29
PROD0638,Product 638,Electronics,BrandE,3798.04,4973.63,5178.84,19.51,4.5,6305.0,0.1368,909,932.4,452.0,226.85,5124.69
PROD0287,Product 287,Toys,BrandC,549.77,770.44,752.77,11.895,4.5,5820.0,0.3362205759835214,831,796.0,1142.0,28.8,800.34
PROD0625,Product 625,Electronics,BrandD,3344.71,4900.02,4897.92,7.83,3.4,3946.0,0.1084,490,511.99,669.0,148.15,4951.35
PROD0741,Product 741,Fashion,BrandD,994.44,1322.98,1321.41,23.19,2.6,5825.0,0.1997,1251,1152.64,2469.0,48.44,1126.51
PROD0017,Product 17,Electronics,BrandE,2514.33,3393.74,3418.18,19.21,2.6,8846.0,0.0703,683,744.89,865.0,128.37,3374.29
PROD0127,Product 127,Electronics,BrandE,3015.44,3969.16,3954.06,24.79,3.5,5074.5,0.1278,544,579.96,369.0,146.21,4348.72
PROD0322,Product 322,Fashion,BrandC,643.72,863.54,828.26,15.64,2.2,5261.0,0.1278,778,730.74,398.0,36.84,921.33
PROD0255,Product 255,Home,BrandB,1160.91,1325.755,1622.65,12.85,4.161713466016681,7388.0,0.1338,993,1066.4,1392.0,68.96,1717.33
PROD0790,Product 790,Home,BrandB,954.645,2476.06,2528.65,9.21,2.9,1751.0,0.0118,16,14.83,26.0,48.095,2237.04
PROD0190,Product 190,Books,BrandB,283.53,372.48,366.42,12.934999999999999,3.8,4979.0,0.0402,192,193.19,326.0,11.4,358.68
PROD0115,Product 115,Sports,BrandA,1056.61,1578.97,1575.01,9.56,3.4,6748.0,0.0836,630,599.39,452.0,60.54,1399.57
PROD0665,Product 665,Books,BrandD,474.52,708.44,718.69,12.934999999999999,5.0,8176.0,0.0822,0,841.73,1504.0,24.76,744.23
PROD0606,Product 606,Fashion,BrandC,964.82,1216.77,1246.32,17.14,5.0,6423.0,0.144,1092,1004.88,1123.0,50.39,1312.64
PROD0180,Product 180,Electronics,BrandB,954.645,2961.56,2934.05,13.29,3.4,8101.0,0.0677,646,590.74,1423.0,113.0,2600.45
PROD0301,Product 301,Sports,BrandA,1281.82,1883.48,1941.85,14.58,4.864921579147675,6445.0,0.0836,856,802.92,1528.0,65.54,1714.94
PROD0829,Product 829,Fashion,BrandD,720.85,1051.66,1054.35,13.21,3.9,4847.0,0.0875,476,500.65,452.0,31.01,1136.43
PROD0900,Product 900,Home,BrandB,1140.97,1643.65,1711.88,18.91,3.6,2709.0,0.0836,247,260.09,623.0,48.095,1462.97
PROD0780,Product 780,Electronics,BrandD,3521.76,4919.45,4972.95,10.29,2.0,8437.0,0.0492,370,333.42,452.0,155.13,4235.75
PROD0739,Product 739,Fashion,BrandD,598.56,860.16,853.52,20.01,3.6,7886.0,0.018,168,153.2,325.0,27.54,798.63
PROD0715,Product 715,Home,BrandD,1571.54,2199.44,2186.0,13.295,5.0,4844.0,0.1006,521,502.62,452.0,81.2,2394.91
PROD0517,Product 517,Fashion,BrandD,564.47,752.28,718.13,52.80876052584589,3.7,6170.0,0.01,70,72.27,98.0,31.83,782.99
PROD0045,Product 45,Home,BrandC,1528.9,1883.84,1873.93,13.295,3.4,3835.0,0.0438,135,130.2,120.0,71.17,1853.84
PROD0977,Product 977,Books,BrandD,374.59,472.19,451.91,19.32,4.5,6908.0,0.0229,0,167.74,232.0,17.12,500.12
PROD0157,Product 157,Home,BrandD,1151.32,1624.64,1631.25,13.295,2.5,6023.0,0.3178130101105764,377,361.91,718.0,47.16,1425.24
PROD0802,Product 802,Toys,BrandC,954.645,633.03,659.08,11.895,4.6,3009.0,0.0593,146,132.93,180.0,30.03,629.47
PROD0171,Product 171,Home,BrandD,1399.19,1746.2,1662.97,18.91,2.6,9010.0,0.0658,501,318.64,616.0,80.83,1672.98
PROD0016,Product 16,Home,BrandA,1327.25,1808.73,1810.33,15.91,4.4,9791.0,0.0201,195,210.84,288.0,62.38,1898.43
PROD0511,Product 511,Toys,BrandE,447.77,578.46,587.46,5.98,4.7,5884.0,0.0573,338,325.73,639.0,20.49,568.93
PROD0048,Product 48,Books,BrandD,954.645,1325.755,768.7,22.93,5.0,8226.0,0.077,688,692.82,1006.0,29.48,802.89
PROD0191,Product 191,Sports,BrandB,1213.7,1703.14,1671.1,14.045000000000002,4.1,9762.0,0.1419,1177,1063.29,2169.0,68.14,1530.18
PROD0515,Product 515,Home,BrandB,1837.49,2250.6,2344.01,13.295,1.7,7627.0,0.0627,462,502.98,1159.0,105.55,1986.57
PROD0734,Product 734,Electronics,BrandD,3450.11,4242.84,4386.69,23.29,4.4,7950.0,0.0713,662,318.64,664.0,199.73,4652.05
PROD0740,Product 740,Fashion,BrandD,838.38,1028.44,1048.39,4.16,3.4,5074.5,0.1116,443,474.79,357.0,43.02,1088.97
PROD0480,Product 480,Fashion,BrandD,943.27,1207.53,1176.68,86.77894125125972,4.0,4442.0,0.01,39,36.12,18.0,40.64,1365.44
PROD0283,Product 283,Home,BrandD,1559.46,2222.92,2141.11,13.295,3.1,2295.0,0.0676,143,136.12,91.0,65.18,2306.16
PROD0774,Product 774,Sports,BrandB,954.645,1454.66,1520.79,3.21,4.0,353.0,0.1571,64,68.5,106.0,53.3,1474.39
PROD0706,Product 706,Electronics,BrandB,2178.22,3204.59,3213.42,18.4,1.5441151076118205,3426.0,0.1239,365,357.72,441.0,111.51,3224.23
PROD0225,Product 225,Home,BrandB,1069.72,1380.28,1380.64,1.4,4.6,1143.0,0.2483921148109171,100,98.19,452.0,48.36,1371.68
PROD0026,Product 26,Home,BrandC,1897.32,2496.55,2611.69,22.63,4.2,804.0,0.0551,41,43.83,23.0,106.8,2868.09
PROD0842,Product 842,Electronics,BrandC,954.645,3115.21,2962.64,0.55,3.4,9869.0,0.0516,469,434.05,690.0,48.095,2944.01
PROD0437,Product 437,Toys,BrandB,954.645,721.84,706.09,6.69,2.7,1323.0,0.0846,95,96.58,190.0,26.67,620.08
PROD0851,Product 851,Books,BrandC,395.35,540.92,558.12,17.3,3.8412296375253416,1049.0,0.1631,164,179.0,445.0,21.59,488.22
PROD0364,Product 364,Fashion,BrandC,954.645,988.63,976.57,24.53,5.0,4082.0,0.1559698585338977,290,283.21,452.0,48.095,995.53
PROD0229,Product 229,Toys,BrandD,502.66,620.91,600.13,0.05,1.0,5197.0,0.1167,524,480.36,258.0,21.77,726.91
PROD0037,Product 37,Electronics,BrandA,954.645,4433.91,4379.26,18.74,4.9,5733.0,0.065,307,0.0,213.0,119.4,4814.09
PROD0669,Product 669,Electronics,BrandC,3054.21,3791.28,3741.63,18.05,2.365286275703118,6983.0,0.0318,207,215.03,487.0,151.01,3490.79
PROD0374,Product 374,Books,BrandB,393.83,492.45,485.3,10.0,3.0917361316454226,8854.0,0.4089289491400922,415,423.12,774.0,19.06,471.31
PROD0469,Product 469,Books,BrandD,420.56,505.74,518.94,69.73501543962647,3.6,5074.5,0.074,662,627.6,719.0,18.37,524.07
PROD0808,Product 808,Books,BrandE,394.02,499.3,516.93,6.35,4.7,3157.0,0.0596,181,175.49,128.0,16.07,570.43
PROD0687,Product 687,Toys,BrandD,548.02,787.68,788.48,3.2,3.5,2702.0,0.1393,357,356.84,423.0,24.57,782.5
PROD0916,Product 916,Toys,BrandC,505.35,655.49,654.26,14.92,4.6,3048.0,0.0157,39,35.12,24.0,28.22,735.58
PROD0758,Product 758,Books,BrandC,472.64,586.95,603.2,15.65,2.8,8611.0,0.0577,536,541.12,930.0,19.77,545.76
PROD0783,Product 783,Fashion,BrandE,877.6,1135.02,1114.59,8.49,4.7308759908581575,9298.0,0.0865,715,786.45,663.0,48.65,1193.04
PROD0194,Product 194,Sports,BrandB,1304.11,1784.52,1833.94,5.12,4.6,8971.0,0.1379,1409,1356.91,1428.0,77.77,1948.35
PROD0920,Product 920,Books,BrandE,404.82,534.45,535.59,19.47,3.2,5074.5,0.0836,373,388.87,880.0,19.2,470.78
PROD0930,Product 930,Electronics,BrandB,3521.4,5083.48,4927.89,5.92,4.1,6214.0,0.0867,645,675.34,629.0,200.48,5627.65
PROD0503,Product 503,Sports,BrandA,1167.03,1702.74,1773.73,24.92,4.5,5107.0,0.0181,74,80.41,52.0,48.095,1941.99
PROD0830,Product 830,Toys,BrandE,558.61,810.52,846.99,47.360210371436565,5.0,3579.0,0.0587,181,164.11,208.0,32.44,830.72
PROD0579,Product 579,Fashion,BrandD,675.06,885.53,861.65,14.62,3.7,9143.0,0.0475,418,438.75,318.0,30.34,979.39
PROD0160,Product 160,Electronics,BrandC,3706.54,4940.87,4993.78,15.78,5.0,2450.0,0.1097,0,318.64,315.0,184.41,5262.37
PROD0680,Product 680,Books,BrandD,954.645,485.6,478.24,4.48,3.6,5003.0,0.165,801,874.05,812.0,20.15,516.27
PROD0162,Product 162,Toys,BrandC,954.645,779.99,787.07,13.43,4.2,2920.0,0.0915,263,259.77,243.0,27.86,820.32
PROD0705,Product 705,Toys,BrandE,438.01,546.01,561.81,8.96,3.7,8251.0,0.1342,1187,1255.84,2675.0,18.26,512.75
PROD0756,Product 756,Sports,BrandD,977.08,1448.3,1451.37,24.93,5.0,3979.0,0.9842111392077352,513,487.51,452.0,48.07,1515.99
PROD0152,Product 152,Sports,BrandD,1218.31,1551.28,1491.24,14.045000000000002,3.5,9063.0,0.1456,1446,1356.71,2343.0,59.34,1486.78
PROD0800,Product 800,Toys,BrandC,491.8,683.67,688.39,9.56,3.1,5401.0,0.5834535716051372,314,325.66,647.0,27.88,634.63
PROD0754,Product 754,Fashion,BrandD,705.14,1014.5,997.84,0.08,4.1,8213.0,0.0999,927,846.61,712.0,32.59,1100.54
PROD0814,Product 814,Sports,BrandD,1164.09,1656.84,1651.37,14.045000000000002,3.7,7579.0,0.0263,207,214.81,452.0,57.77,1695.25
PROD0111,Product 111,Fashion,BrandE,640.65,910.4,943.43,5.42,5.0,5512.0,0.1449,713,697.44,1177.0,31.99,931.89
PROD0226,Product 226,Books,BrandE,468.77,695.07,712.22,18.01,3.8,8077.0,0.1307,848,920.01,1275.0,23.94,675.97
PROD0883,Product 883,Books,BrandA,954.645,431.29,448.9,5.65,4.5,5017.0,0.0825,396,394.67,821.0,14.49,414.96
PROD0103,Product 103,Books,BrandA,305.58,427.01,448.33,1.21,3.9,8720.0,0.0932,904,916.12,1811.0,17.59,409.75
PROD0421,Product 421,Toys,BrandD,954.645,586.5,560.28,56.63880726222784,4.1,4470.0,0.1561,594,569.17,1273.0,25.01,515.79
PROD0419,Product 419,Home,BrandE,1338.01,1808.75,1747.7,23.99,5.0,1524.0,0.0595,72,65.09,108.0,65.71,1783.64
PROD0672,Product 672,Sports,BrandB,1246.17,1739.88,1813.41,1.42,3.6,8803.0,0.0851,842,869.75,1024.0,51.6,1808.05
PROD0119,Product 119,Toys,BrandE,534.31,793.9,819.72,11.895,4.0,5110.0,0.0379,173,158.47,452.0,22.68,727.21
PROD0053,Product 53,Electronics,BrandD,3719.23,4891.42,4912.72,13.29,3.3,5074.5,0.0915,0,874.15,680.0,207.83,5220.8
PROD0151,Product 151,Toys,BrandE,770.44,1002.39,981.99,22.96,4.2,9881.0,0.0628,720,741.84,836.0,34.74,1094.8
PROD0403,Product 403,Books,BrandD,403.37,557.34,564.69,13.18,5.0,7555.0,0.1112,916,318.64,864.0,19.37,655.57
PROD0207,Product 207,Toys,BrandD,768.06,973.36,989.23,18.55,4.258931150012684,3099.0,0.1253,361,376.35,802.0,33.51,889.17
PROD0658,Product 658,Books,BrandC,383.04,506.52,486.96,12.934999999999999,4.8,7311.0,0.1187,694,757.0,1611.0,22.25,472.2
PROD0909,Product 909,Home,BrandC,1598.9,2113.78,2075.0,16.01,3.3,9167.0,0.0746,760,692.57,1073.0,66.62,2059.57
PROD0978,Product 978,Books,BrandA,301.6,387.84,406.16,12.934999999999999,4.7,4586.0,0.0689,292,317.77,698.0,17.15,370.79
PROD0008,Product 8,Toys,BrandD,754.69,1088.59,1103.12,11.895,3.6,5074.5,0.1005,912,968.08,2219.0,34.99,971.3
PROD0869,Product 869,Electronics,BrandB,3823.55,5481.52,5611.28,17.26,1.2802662238899307,821.0,0.0745,0,64.13,73.0,192.66,5945.9
PROD0036,Product 36,Books,BrandD,424.67,1325.755,524.16,1.91,1.9885640726991145,5853.0,0.106,724,663.58,1495.0,21.67,495.96
PROD0452,Product 452,Electronics,BrandD,3411.16,4417.24,4347.53,4.86,2.5,935.0,0.1046,105,109.36,133.0,141.68,4280.17
PROD0651,Product 651,Electronics,BrandB,3420.52,4746.0,4914.01,20.06,3.9,443.0,0.8499245554343251,23,23.47,52.0,145.02,4276.28
PROD0303,Product 303,Books,BrandB,420.29,626.57,618.91,1.55,4.1,1703.0,0.1806130148170629,18,19.79,27.0,19.79,646.97
PROD0910,Product 910,Books,BrandA,321.39,387.67,369.51,12.68,3.5,2290.0,0.0836,0,188.72,242.0,16.45,382.42
PROD0623,Product 623,Fashion,BrandA,765.45,1069.7,1044.44,0.3,3.5144777743335727,9632.0,0.0975,972,966.4,1591.0,44.82,1119.98
PROD0764,Product 764,Sports,BrandC,1347.8,1846.82,1930.06,14.94,3.8,2338.0,0.0461,122,117.33,291.0,54.95,1635.93
PROD0992,Product 992,Books,BrandE,954.645,602.42,609.54,12.934999999999999,5.0,6467.0,0.121,902,884.35,560.0,23.74,669.68
PROD0262,Product 262,Home,BrandC,1561.62,2179.17,2116.14,13.91,5.0,9280.0,0.0886,778,749.69,1498.0,75.93,2014.6
PROD0610,Product 610,Home,BrandB,954.645,1360.99,1349.28,68.73589017215198,3.4,1711.0,0.0274,46,48.7,88.0,46.1,1281.59
PROD0297,Product 297,Electronics,BrandD,2348.43,2875.21,2970.01,13.29,3.4,751.0,0.0726,63,62.54,71.0,116.32,2926.26
PROD0414,Product 414,Home,BrandC,1414.68,1325.755,1874.01,13.295,3.8,8214.0,0.0974,959,903.65,931.0,75.34,2100.5
PROD0150,Product 150,Electronics,BrandE,3871.4,5421.41,5494.42,4.15,3.9,1706.0,0.1321332646843862,164,165.96,258.0,210.55,5272.92
PROD0956,Product 956,Fashion,BrandC,702.72,897.54,886.9,8.9,5.0,6249.0,0.0386,208,222.39,472.0,34.81,791.89
PROD0550,Product 550,Electronics,BrandE,2624.86,3360.0,3504.32,13.29,5.0,7422.0,0.164,1216,318.64,973.0,137.59,3822.11
PROD0488,Product 488,Sports,BrandB,1458.84,2061.25,2057.59,14.045000000000002,4.5,2052.0,0.0577,104,318.64,141.0,85.53,2082.04
PROD0710,Product 710,Home,BrandB,1869.24,2596.67,2617.4,9.25,3.9,1583.0,0.1451,207,225.54,278.0,108.7,2616.65
PROD0147,Product 147,Fashion,BrandA,605.19,788.63,771.47,9.77,5.0,4571.0,0.1283,562,516.3,713.0,26.58,757.19
PROD0146,Product 146,Electronics,BrandE,954.645,3113.17,3193.1,12.98,3.93733521096539,5074.5,0.0699,706,669.12,938.0,143.07,3252.32
PROD0853,Product 853,Books,BrandB,388.11,503.4,521.35,14.84,5.0,8174.0,0.085,746,737.05,927.0,21.51,544.75
PROD0950,Product 950,Electronics,BrandD,3630.35,5371.79,5426.18,3.59,3.0,4528.0,0.0204,102,108.16,209.0,146.82,5008.34
PROD0659,Product 659,Sports,BrandB,1423.05,2065.08,1981.09,18.47,4.1,5748.0,0.0886,600,593.15,1007.0,70.48,2109.21
PROD0348,Product 348,Electronics,BrandA,2454.04,3119.68,3057.26,13.29,5.0,3688.0,0.1131,471,443.13,637.0,137.47,3269.57
PROD0463,Product 463,Electronics,BrandD,3407.35,4313.38,4291.41,19.91,5.0,7562.0,0.1058,838,844.72,1688.0,185.88,4329.65
PROD0325,Product 325,Books,BrandA,350.45,448.5,441.0,20.44905645421856,4.8,8096.0,0.1304,1218,1295.0,696.0,19.18,545.55
PROD0186,Product 186,Fashion,BrandB,831.02,1229.12,1271.44,14.62,3.7,8767.0,0.2268093023876947,426,407.12,309.0,44.48,1321.53
PROD0123,Product 123,Fashion,BrandC,760.92,1093.52,1102.5,17.02,2.9364873321495035,3302.0,0.0323,120,123.1,110.0,31.42,1198.42
PROD0919,Product 919,Books,BrandB,409.03,551.19,567.86,16.76,3.7,3456.0,0.0458,162,155.24,452.0,21.71,608.04
PROD0608,Product 608,Sports,BrandE,865.62,1074.25,1102.62,0.45,2.6253422291556605,9417.0,0.0827,893,855.06,997.0,42.01,1113.03
PROD0143,Product 143,Toys,BrandA,598.01,893.35,861.63,18.13,3.6,3156.0,0.0836,139,151.99,131.0,48.095,992.2
PROD0751,Product 751,Fashion,BrandC,564.32,717.05,691.08,15.3,4.1,5942.0,0.0295,161,146.03,452.0,22.87,808.36
PROD0197,Product 197,Toys,BrandE,593.28,871.71,886.91,3.42,4.0,3979.0,0.0874,369,340.14,603.0,29.64,839.08
PROD0609,Product 609,Electronics,BrandA,3664.42,5006.47,5060.9,13.29,1.571595374257526,7890.0,0.1233,823,799.98,452.0,214.22,4662.1
PROD0279,Product 279,Home,BrandC,1930.52,2875.94,2845.79,13.295,5.0,8073.0,0.5261124620346458,312,305.77,631.0,87.49,2949.04
PROD0293,Product 293,Toys,BrandE,636.33,828.68,863.26,10.16,5.0,3004.0,0.0507,153,159.05,365.0,35.54,781.33
PROD0896,Product 896,Fashion,BrandD,566.08,679.5,687.38,4.73,4.4,631.0,0.0362,21,0.0,32.0,30.14,674.77
PROD0400,Product 400,Home,BrandB,1793.75,2530.0,2519.71,1.38,5.0,9292.0,0.01,98,94.31,146.0,74.12,2460.94
PROD0122,Product 122,Books,BrandD,437.37,636.12,650.39,19.8,5.0,3606.0,0.0376,137,136.5,116.0,20.88,734.85
PROD0183,Product 183,Toys,BrandD,649.35,881.75,878.5,5.87,3.1,5676.0,0.0394,189,318.64,397.0,31.19,783.68
PROD0202,Product 202,Fashion,BrandA,938.02,1196.26,1203.93,8.96,3.0,1996.0,0.1092,254,233.77,353.0,41.66,1128.08
PROD0438,Product 438,Toys,BrandB,749.29,1010.09,1005.4,0.95,4.860343923408568,2100.0,0.1499,265,258.82,562.0,42.94,923.11
PROD0246,Product 246,Home,BrandE,1618.48,1968.58,1996.98,24.36,4.1,5074.5,0.0501,422,414.73,376.0,66.11,2153.12
PROD0415,Product 415,Books,BrandD,464.81,645.64,677.18,8.61,5.0,5265.0,0.0745,347,366.55,332.0,21.02,674.75
PROD0836,Product 836,Electronics,BrandE,2395.63,3044.95,3045.72,6.78,4.0,682.0,0.1061,79,76.3,137.0,109.22,2970.19
PROD0824,Product 824,Toys,BrandC,562.9,704.88,696.29,20.055683251900817,5.0,5121.0,0.0504,289,301.28,372.0,26.31,768.42
PROD0974,Product 974,Electronics,BrandE,2132.01,2579.88,2575.48,7.45,4.3,4593.0,0.124,548,547.7,318.0,123.35,3014.19
PROD0954,Product 954,Books,BrandC,402.37,587.03,582.14,18.6,3.7,3988.0,0.1126,423,451.16,265.0,18.58,661.28
PROD0129,Product 129,Books,BrandD,350.28,523.31,528.64,14.56,5.0,6599.0,0.1037,582,563.17,1326.0,15.58,473.26
PROD0637,Product 637,Sports,BrandB,845.24,1029.73,1022.4,9.98,3.7,1829.0,0.0314,65,62.38,105.0,48.095,986.6
PROD0402,Product 402,Books,BrandD,298.47,418.23,431.66,6.12,4.9,8783.0,0.0691,544,318.64,452.0,12.55,470.37
PROD0844,Product 844,Sports,BrandC,1183.29,1467.02,1451.62,4.43,2.9,9932.0,0.0217,258,238.12,464.0,48.56,1318.27
PROD0735,Product 735,Home,BrandA,1663.37,2335.43,2374.92,23.56,2.1,3170.0,0.0528,164,160.2,218.0,99.11,2098.85
PROD0981,Product 981,Home,BrandD,1329.94,1720.21,1673.44,7.93,4.1,9000.0,0.0763,577,0.0,1191.0,63.81,1520.75
PROD0219,Product 219,Fashion,BrandE,1013.47,1440.11,1495.26,14.62,5.0,6833.0,0.109,717,647.51,1078.0,45.67,1447.1
PROD0983,Product 983,Fashion,BrandC,690.68,845.57,858.83,16.35,4.854684137652113,9928.0,0.0548,582,608.78,563.0,48.095,899.42
PROD0810,Product 810,Books,BrandC,507.3,700.52,706.06,5.8,3.5,1234.0,0.01,14,12.68,27.0,21.72,654.56
PROD0867,Product 867,Home,BrandB,1760.06,2513.36,2475.41,11.35,4.3,3342.0,0.0829,323,308.1,763.0,94.0,2316.09
PROD0988,Product 988,Home,BrandB,1331.25,1667.16,1682.01,6.36,3.9,6561.0,0.0118,65,60.78,60.0,79.18,1689.03
PROD0624,Product 624,Toys,BrandA,653.33,930.65,968.43,21.59,3.1,5074.5,0.1064,684,713.72,1545.0,35.84,845.04
PROD0903,Product 903,Sports,BrandB,954.645,1766.71,1752.51,2.41,4.0,6032.0,0.0571,286,273.81,313.0,48.095,1755.03
PROD0819,Product 819,Toys,BrandC,954.645,983.45,936.02,21.54,4.3,347.0,0.0349,11,12.07,8.0,36.0,1108.73
PROD0386,Product 386,Home,BrandD,954.645,2196.98,2104.62,13.295,4.7,2517.0,0.0942,232,251.76,458.0,72.22,2174.99
PROD0806,Product 806,Home,BrandD,1855.42,2601.78,2524.89,23.32,5.0,990.0,0.0836,62,57.21,44.0,85.35,2734.27
PROD0509,Product 509,Books,BrandD,307.18,439.85,439.49,19.61,3.4,7679.0,0.0863,548,545.67,460.0,16.91,457.3
PROD0267,Product 267,Home,BrandD,1828.47,2331.0,2381.61,13.295,5.0,3021.0,0.0517,143,131.76,181.0,99.82,2453.34
PROD0881,Product 881,Books,BrandB,281.97,392.62,375.67,6.81,5.0,6580.0,0.1067,575,529.41,400.0,11.79,430.72
PROD0441,Product 441,Toys,BrandD,954.645,838.21,858.8,11.895,3.9,9239.0,0.9085045815086968,1221,1277.15,452.0,27.41,745.88
PROD0496,Product 496,Electronics,BrandE,3399.57,4958.48,5034.88,12.79,3.5,5074.5,0.077,421,442.66,491.0,176.3,5037.01
PROD0112,Product 112,Home,BrandE,1658.26,2210.15,2198.17,18.11,4.3,3438.0,0.1282,512,539.92,556.0,87.73,2436.27
PROD0691,Product 691,Electronics,BrandB,2268.24,3067.47,2963.86,10.41,4.3,5161.0,0.01,60,59.74,113.0,132.55,3027.68
PROD0232,Product 232,Electronics,BrandE,2310.97,3006.94,2899.55,18.04902838916219,2.92552621569192,8967.0,0.2444333422045805,226,226.35,452.0,93.28,2978.44
PROD0935,Product 935,Toys,BrandC,954.645,753.56,736.14,11.895,3.8,5074.5,0.0599,533,553.54,452.0,26.27,765.81
PROD0607,Product 607,Electronics,BrandD,2607.49,3475.99,3361.66,21.83,1.795590228957904,6535.0,0.0899,623,679.85,344.0,117.23,4095.31
PROD0671,Product 671,Fashion,BrandA,650.54,802.79,806.54,67.75250823436622,4.776884751471964,2528.0,0.1013,0,263.97,452.0,37.25,784.88
PROD0373,Product 373,Sports,BrandD,1417.32,1885.55,1955.23,4.52,4.9,3998.0,0.0489,203,200.75,398.0,63.17,1838.24
PROD0663,Product 663,Toys,BrandD,581.27,730.46,713.56,11.895,3.7,7198.0,0.1264,1047,987.59,2088.0,32.06,677.39
PROD0908,Product 908,Fashion,BrandD,950.71,1346.82,1362.32,3.77,4.0,2662.0,0.0348,102,106.52,83.0,54.7,1487.86
PROD0233,Product 233,Electronics,BrandC,2953.66,4041.21,4093.11,25.125056517838203,4.2,5074.5,0.1962698495187741,1421,1518.57,452.0,137.85,4262.27
PROD0845,Product 845,Sports,BrandC,1056.14,1507.04,1497.1,13.96,3.6,3494.0,0.1049,406,0.0,281.0,51.33,1683.94
PROD0676,Product 676,Books,BrandE,447.15,558.66,539.03,11.41,5.0,788.0,0.048,44,39.73,452.0,22.92,568.43
PROD0317,Product 317,Books,BrandB,954.645,709.86,690.32,9.98,4.3,5074.5,0.0776,164,158.56,311.0,23.71,692.69
PROD0648,Product 648,Books,BrandB,341.64,456.72,435.25,9.93,4.5,5215.0,0.0837,491,495.63,288.0,15.82,543.61
PROD0410,Product 410,Toys,BrandC,684.11,993.33,997.8,2.17,3.5,1333.0,0.9181011980679592,75,70.94,66.0,28.11,995.47
PROD0965,Product 965,Sports,BrandD,1010.87,1345.75,1393.67,14.045000000000002,4.030775665843972,7151.0,0.1266409306177002,0,97.7,67.0,47.93,1496.26
PROD0709,Product 709,Home,BrandD,1723.45,2478.7,2594.93,13.295,4.4,7453.0,0.0836,471,468.51,619.0,100.99,2533.0
PROD0358,Product 358,Home,BrandD,1832.68,2247.68,2309.89,21.19,3.8,1738.0,0.0288,54,54.38,96.0,80.51,2159.15
